ID,Event Name,Dorm,Group,Event Location,Start Date and Time,End Date and Time,Event Description,Tags,Published
BK01,Baker Bricks,Baker House,,Baker Upper Lobby,2026-09-01 19:00,2026-09-01 20:30,"Come decorate your very OWN Baker Brick! Transform plain bricks into colorful masterpiece creations while munching on delicious, homemade Lucky Charms Rice Krispies treats!","Art, Snacks, Social",TRUE
BK02,Baker Carnival,Baker House,,Baker Lawn,2026-08-30 13:00,2026-08-30 15:00,"Come one, come all, to the most anticipated Baker event: BAKER CARNIVAL! There will be games! There will be waffles! There will be baby animals!!!!","Signature, Snacks, Social, Games",TRUE
BK03,Baker Charms,Baker House,,Baker Upper Lobby,2026-08-31 10:00,2026-08-31 11:30,"Unleash your creativity at our Lucky Charm Bracelet Bash! Craft your own stunning custom charm bracelet while crunching on sweet, nostalgic Lucky Charms cereal. Tasty snacks, and great vibes!","Art, Snacks, Social",TRUE
BK04,Baker Rooftop Sunset,Baker House,,Baker Rooftop,2026-08-31 19:00,2026-08-31 20:30,"Catch sunset views, snap stunning photos, and hang with friends on the rooftop! Enjoy Raising Cane’s and drinks while soaking in the best sights on campus. See you there!","Social, Meal",TRUE
BK05,Baker Dorm Tour,Baker House,,Baker Upper Lobby,2026-08-31 11:00,2026-08-31 11:30,"Join us for a 30min tour of Baker for a chance to explore the rooms, floors, and faciliaties while learning about our culture! Baker House, Baker Home!",Dorm Tour,TRUE
BK06,Baker Dorm Tour,Baker House,,Baker Upper Lobby,2026-09-01 20:00,2026-09-01 20:30,"Join us for a 30min tour of Baker for a chance to explore the rooms, floors, and faciliaties while learning about our culture! Baker House, Baker Home!",Dorm Tour,TRUE
BK07,Baker Dorm Tour,Baker House,,Baker Upper Lobby,2026-08-30 17:30,2026-08-30 18:00,"Join us for a 30min tour of Baker for a chance to explore the rooms, floors, and faciliaties while learning about our culture! Baker House, Baker Home!",Dorm Tour,TRUE
BC01,ERECT a wa11,Burton-Conner House,B1,BC Main Entrance,2026-08-30 17:01,2026-08-30 18:31,is it a bird? is it a plane? omg its some hardwood under the sheets of drywall!!1! help us finish by painting our wall b1ue.,"Social, Art",TRUE
BC02,BREAK the wa11,Burton-Conner House,B1,BC Main Entrance,2026-08-30 18:51,2026-08-30 20:01,Do it. You won’t.,"Social, Games",TRUE
BC03,B1EA MARKET,Burton-Conner House,B1,B1: 133 Suite,2026-09-01 19:51,2026-09-01 21:31,"a b1zarre bazaar featuring secondhand clothing b1ns, caricature drawings, tarot readings, and DJ-ing! all for the low low price of free- well, sort of…","Snacks, Social, Games",TRUE
BC04,M1CHELBANGELO,Burton-Conner House,B1,B1: 133 Suite,2026-08-30 09:21,2026-08-30 10:31,crazy? i was crazy once. they locked me in a room. a rubber room. a rubber room with michelangelo. some say michelangelo’s from b1. we say he stole everything from us. come prepared with your best pancake art and show them who’s really crazy. crazy? i was crazy once,"Meal, Social",TRUE
BC05,WELCOME TO THE B1NERVERSE,Burton-Conner House,B1,B1: 141 Suite,2026-08-31 22:01,2026-09-01 01:00,(it’s a party),"Party, Social",TRUE
BC06,Burton 2: 24-Hour Lemonade Stand,Burton-Conner House,B2,BC Main Entrance,2026-08-29 12:00,2026-08-30 01:00,"Lemonade, it's what plants crave.","Snacks, Social",TRUE
BC43,Burton 2: 24-Hour Lemonade Stand,Burton-Conner House,B2,BC Main Entrance,2026-08-30 06:00,2026-08-30 12:00,Lemonade: plants still cravin',"Snacks, Social",TRUE
BC07,Apples to Apples with Apples and Honey (and Other Sweet Treats!),Burton-Conner House,B2,B2: Suite 254,2026-09-02 15:00,2026-09-02 17:00,"Welcome the New Year with the Kosher Suites, MIT's observant Jewish living community! Come enjoy apples and honey, fresh-baked round challah, ice cream, warm apple pie, and other sweet treats. Play Apples to Apples with community members and start the year off on a sweet note!","Snacks, Social, Games",TRUE
BC08,You TouCan Dance,Burton-Conner House,B2,B2 Flounge,2026-08-31 21:00,2026-08-31 23:00,"Get Footloose and join the 2cans for a night where we Just Dance! Whether you've memorized the dance for Rasputin, or you've never managed to land a gold move, We Gotta Feeling that you will Dance All Nite!","Snacks, Party, Social, Games",TRUE
BC09,b2ad movie night,Burton-Conner House,B2,B2 Flounge,2026-08-30 21:00,2026-08-30 23:00,you know when a movie is so bad it's good??? yeah. pull up.,"Snacks, Social",TRUE
BC10,b2 b2aking b2onanza,Burton-Conner House,B2,B2: Suite 241,2026-09-01 19:00,2026-09-01 21:00,when life gives u lemons...eat the lemons. come b2ake ur heart out & eat the lemons of ur labor :D,"Snacks, Social",TRUE
BC11,b2print (cyanotype!!),Burton-Conner House,B2,BC Main Entrance,2026-08-31 09:30,2026-08-31 11:30,arts & crafts & sun prints (look up cyanotype if u don't know what it is but it's super cool we promise.) Enter on the Amherst Alley side.,Art,TRUE
BC12,Charades Against Humanity,Burton-Conner House,B2,B2 Flounge,2026-08-30 19:00,2026-08-30 21:00,"Join in on trying to act out “crippling debt,” “doing the right thing,” and “ironically buying a trucker hat and then ironically being a trucker for 38 years.” And remember, only two things in life are certain: death and Texas.","Snacks, Social, Games",TRUE
BC13,B2ig Pancakes,Burton-Conner House,B2,B2: Suite 241,2026-09-04 08:30,2026-09-04 09:30,"Stuffed from other REX events? 2Bad, because we'll be serving up a pan-sized pancake Breakfast of Champions 2blast us into the new school year!

(non-pancake breakfast options also available upon request.)","Meal, Social",TRUE
BC14,"Carter's Country Hoedown: grills, games, and good ol' country fun",Burton-Conner House,B3rd,BC Grills,2026-08-30 18:03,2026-08-30 20:03,"grills, games, and (water) guns","Snacks, Meal, Party, Social, Games",TRUE
BC15,deep talks with shallow people,Burton-Conner House,B3rd,B3rd Flounge,2026-08-31 21:03,2026-08-31 22:03,"discuss the meaning of life, et al.",Social,TRUE
BC16,"Sports ""Investing""",Burton-Conner House,B3rd,Briggs Field,2026-08-30 14:03,2026-08-30 15:00,hit your 33rd leg parlay,"Social, Games",TRUE
BC17,Jarred and Feathered,Burton-Conner House,B3rd,B3rd Flounge,2026-09-01 20:03,2026-09-01 21:03,Jeopardy meets fan favorite 17th century pastime.,Games,TRUE
BC18,wake up and bake up,Burton-Conner House,B3rd,B3rd: 341 Suite,2026-08-30 10:03,2026-08-30 12:03,come enjoy brunch & baked goods with burton third!,"Meal, Social",TRUE
BC19,b3rd aft3r hours,Burton-Conner House,B3rd,B3rd: 341 Suite,2026-09-01 23:00,2026-09-02 01:00,what happens aft3r hours stays aft3r hours,"Snacks, Social, Games, Art",TRUE
BC20,Burton Conner: B4 Poker x Henna x Snack Night!,Burton-Conner House,B4,B4 Flounge,2026-08-31 21:00,2026-08-31 23:00,"Spend a cozy evening playing Poker and designing your own hennas with Burton Conner's B4 Pl4yers! There will be a snack bar, perfect for evening munchies after dinner! No prior experience needed in poker or henna designs-- we will teach you. (*No real money will be exchanged*)","Snacks, Social, Games, Art",TRUE
BC21,B4 Break It Down!,Burton-Conner House,B4,BC Grills,2026-09-01 20:00,2026-09-01 22:00,Dance your heart out to Just Dance classics with the Burton Conner's B4 Pl4yers! There will be a snack and chilled drink bar to refresh as we dance!,"Snacks, Social, Games",TRUE
BC22,KBB4-Q Social !,Burton-Conner House,B4,B4 Flounge,2026-08-30 20:00,2026-08-30 21:30,"Join B4 for a sizzling KBBQ social in our floor lounge! Come chat with our super cool B4 members, ask us anything, and enjoy the food!","Meal, Snacks, Social",TRUE
BC23,B5 nut,Burton-Conner House,B5,B5 Flounge,2026-08-31 21:00,2026-08-31 22:00,"Ice cream, soda, and good company: What more do you need?","Snacks, Social",TRUE
BC24,B5 Hot Dog Hundred,Burton-Conner House,B5,BC Grills,2026-09-01 19:00,2026-09-01 20:00,Hot diggity dog! One of our floor chairs thinks he's hot stuff and can eat a hot dog and run a hundred meters faster than you; can you beat his time?,"Snacks, Social, Games",TRUE
BC25,B5nut,Burton-Conner House,B5,B5 Flounge,2026-08-30 17:00,2026-08-30 18:00,"Come eat donuts with us*** 

***With a twist ;) ","Snacks, Social, Games",TRUE
BC26,"(B)ad drawings, (5)tupider decisions",Burton-Conner House,B5,B5 Flounge,2026-09-02 14:00,2026-09-02 15:00,"Join us for a night of drawing things badly and guessing things wrong. The child of telephone and pictonary, gartic phone is coming to B5 on pen and paper.","Snacks, Social, Games",TRUE
BC27,graffiti our wall,Burton-Conner House,C2,C2 Hallway,2026-09-01 21:00,2026-09-01 23:00,come help c2 decorate our wall! (100% legal),"Social, Games, Art",TRUE
BC28,wheel of gameshow,Burton-Conner House,C2,C2 Flounge,2026-08-30 17:00,2026-08-30 19:00,"be entertained or become the entertainment. spin the wheel and compete in traditional family classics like ""that sounds about right,"" ""uncertainty!"" and ""are you smarter than a dormspammer?""","Snacks, Social, Games",TRUE
BC29,theoretical pancakes,Burton-Conner House,C2,C2: 223 Kitchen,2026-08-29 23:00,2026-08-30 01:00,"it's too late to be awake, too early to go to sleep... luckily, we have just the thing. come flip with us","Meal, Snacks, Social",TRUE
BC30,tea and tattoos,Burton-Conner House,C2,C2 Flounge,2026-08-30 12:00,2026-08-30 14:00,Do you like to drink tea (and spill tea)? Do you like making adult decisions but hate the commitment of sticking to said decisions? Then come join C2 (aka the British Floor) for tea and tattoos! The tattoos may be temporary but tea time is forever.,"Snacks, Social, Games, Art",TRUE
BC31,c2rsed caffeine,Burton-Conner House,C2,C2: 223 Suite,2026-08-31 09:00,2026-08-31 11:00,is plain coffee just not enough for you? do you yearn to mix earl grey with monster energy? start your morning the wrong way with c2 and experiment with your morning caffeine. we'll have pancakes to balance out the monstrosities you have created,"Meal, Social",TRUE
BC32,distress to destress,Burton-Conner House,C2,C2 Flounge,2026-08-30 21:00,2026-08-30 23:00,"come ruin - I mean fix the new clothes your parents just bought for you. paint, scissors, and plenty of loose threads.","Social, Art",TRUE
BC33,Luck of the Irish: C3 Game Night,Burton-Conner House,C3,C3 Flounge,2026-09-01 20:00,2026-09-01 22:30,"Come play JackBox games, board games, poker, and more with C3 and have lots of snacks!","Snacks, Social, Games",TRUE
BC34,Conner 3 Gr33n 3ggs and Ham,Burton-Conner House,C3,C3 Flounge,2026-08-31 08:30,2026-08-31 09:30,C3’s gr33n 3ggs and ham breakfast with a twist! Enjoy a fun breakfast and curated coffee/tea/and so much more.,"Snacks, Meal, Social",TRUE
BC35,clay trinkets w/ c4,Burton-Conner House,C4,C4: 413 Suite,2026-08-29 15:00,2026-08-29 16:00,come make clay trinkets with c4 :),"Social, Art",TRUE
BC36,c4 shrinky dinks,Burton-Conner House,C4,C4: 413 Suite,2026-08-29 13:00,2026-08-29 14:00,make cute keychains w us woooo,Art,TRUE
BC37,c4 stamp carving,Burton-Conner House,C4,C4: 413 Suite,2026-08-29 18:00,2026-08-29 19:00,carve ur own custom stamps :D,"Snacks, Art",TRUE
BC38,Cookie Decorating,Burton-Conner House,C4,C4 Flounge,2026-09-01 20:00,2026-09-01 22:00,Hang out with C4 decorating cookies over a Studio Ghibli movie!,"Snacks, Social, Art",TRUE
BC39,Jurassic World Watch Party,Burton-Conner House,C5,C5 Flounge,2026-08-30 20:00,2026-08-30 23:00,Watch the Jurassic World franchise with us with dino nuggets!!,"Snacks, Social",TRUE
BC40,Paint Squares and Eat Squares,Burton-Conner House,C5,C5 Flounge,2026-09-01 20:00,2026-09-01 22:00,Be a part of our walls! Come paint pixels on our mural while also eating brownie squares! No art experience required.,"Snacks, Art",TRUE
BC41,Indigenous Living Community: NDN Tacos and Basket Weaving!,Burton-Conner House,ILC,BC TV Lounge,2026-08-29 18:00,2026-08-29 20:00,"Come to the BC TV lounge to learn more about the Indigenous Living Community (ILC), learn to basket-weave, and eat some delicious NDN tacos (dessert may also be provided)!","Meal, Snacks, Social, Art",TRUE
BC42,BC BONANZA,Burton-Conner House,,BC Grills,2026-08-31 19:00,2026-08-31 21:00,"The grill is on just for you, and each of our floors has brought their own activity with your name on it. Come make a heaping helping of sharp-looking, warm-hearted friends","Signature, Meal, Social",TRUE
EC01,Climb Time,East Campus,,Courtyard,2026-08-30 22:00,2026-08-31 00:30,climb on the EC fort climbing wall!!!!!!!!!!!!!!!!!!!!!!,,TRUE
EC02,Climb Time,East Campus,,Courtyard,2026-08-31 19:00,2026-08-31 21:30,climb on the EC fort climbing wall!!!!!!!!!!!!!!!!!!!!!!,,TRUE
EC03,Climb Time,East Campus,,Courtyard,2026-09-01 19:00,2026-09-01 21:30,climb on the EC fort climbing wall!!!!!!!!!!!!!!!!!!!!!!,,TRUE
EC04,Climb Time,East Campus,,Courtyard,2026-09-03 13:00,2026-09-03 16:00,climb on the EC fort climbing wall!!!!!!!!!!!!!!!!!!!!!!,,TRUE
EC06,EAST CAMPUS BEAT OFF,East Campus,,EC Music Room,2026-09-04 15:30,2026-09-04 17:30,"Bring your laptop and make some sounds and stuff... the noisier the better! No music experience required, we will teach the basics of music production :3",Social,TRUE
EC07,Macaron Roulette,East Campus,,3E Kitchen,2026-08-30 10:00,2026-08-30 11:00,"Come and try macarons! What flavor? You don’t know, and I don’t know either! Choose from a plate of identical looking macarons, hopefully you’ll get something you like. (These are all actually good flavors I promise)",Snacks,TRUE
EC08,Carrom and Snacks!,East Campus,,3E Kitchen,2026-09-03 15:30,2026-09-03 16:30,Come play the game carrom (or learn how to play!) and eat wonderful Indian snacks,"Snacks, Social, Games",TRUE
EC09,Gothic Wire Jewelry,East Campus,,3E Lounge,2026-09-01 19:00,2026-09-01 20:00,Bend wire into fun and interesting shapes and make a fun little trinket to wear :D,Art,TRUE
EC10,Ask the Witch,East Campus,,41W Lounge,2026-09-03 20:30,2026-09-03 22:00,"Do you have any burning questions about your future? Are you still lingering in past regrets? Do you have a secret third thing you want to talk about? If so, come ask the witch! Or just hang out and talk with tarot and snacks.",Social,TRUE
EC11,Gothic Gargoyles,East Campus,,Courtyard,2026-08-31 08:30,2026-08-31 11:30,"Hey all you ghouls and goblins 🦇🖤🕷️ Get medieval and grotesque with us and decorate gargoyles for the gothic-themed REX build! Paint and papier mache gargoyles in all shades of spooky, creepy, and silly.",Art,TRUE
EC12,burnt to a crisp,East Campus,,5E Kitchen,2026-08-31 19:00,2026-08-31 22:00,make and eat charcoal-colored Snacks with us,"Snacks, Social",TRUE
EC13,cookiepalooza,East Campus,,1E Kitchen,2026-08-31 09:30,2026-08-31 11:30,come make cookies and chill with us!! :3,"Snacks, Social",TRUE
EC14,epic warrior cat figurine roleplay,East Campus,,1E Lounge,2026-08-29 13:00,2026-08-29 16:00,come design your oc and roleplay with us through some epic awesome sauce scenes,"Social, Art",TRUE
EC15,Rock Show & Jam Session,East Campus,,EC Music Room,2026-08-29 21:00,2026-08-29 22:30,"Come by and listen to some rock and punk music performed by students! If you know how to play an instrument, come jam with us. If you don't, come learn one!","Social, Art",TRUE
EC16,tea4tea,East Campus,,5E Lounge,2026-08-29 19:30,2026-08-29 21:00,spill tea to drink tea!,"Snacks, Social",TRUE
EC17,Blood on the Clocktower,East Campus,,Talbot Lounge,2026-08-30 11:30,2026-08-30 14:30,"Oh no, we’ve died! A demon has impaled us upon the hands of the East Campus clocktower! Come join us in lying to your friends and discovering their identity in a game of Blood on the Clocktower","Social, Games",TRUE
EC18,Outdoor Blacksmithing,East Campus,,Courtyard,2026-09-01 19:00,2026-09-01 21:00,hit hot metal outdoors,,TRUE
EC19,OCCULT MEETING!!,East Campus,,3E Lounge,2026-08-31 19:00,2026-08-31 20:30,"The voice of another world calls gently to you from within the very walls of this place. You try to ignore it, but with each passing day it grows louder. Join us to heed its calling -- you know you want to.","Snacks, Social, Games",TRUE
EC20,Emo Nite,East Campus,,4W Lounge,2026-08-31 19:30,2026-08-31 21:30,"it was never a phase, mom. come for karaoke, eyeliner, and all the edgy poetry your cold black heart desires",Social,TRUE
EC21,(s)creaming,East Campus,,Courtyard,2026-08-29 15:00,2026-08-29 17:00,"I SCREAM . YOU SCREAM . WE ALL SCREAM 

join us for hardcore karaoke! (complete with assorted creams)",Social,TRUE
EC22,Funtime Fanart,East Campus,,1E Lounge,2026-09-03 13:00,2026-09-03 15:00,Come by and make some art with us! Doesn't have to be fanart... but it would be super cool and awesome if it was...,Art,TRUE
EC23,Pillow Fort,East Campus,,1E Lounge,2026-09-01 19:30,2026-09-01 21:30,Tired from all those events? Come stop by our pillow fort! We have snacks!,Social,TRUE
EC24,Spray Painting 101,East Campus,,Courtyard,2026-08-30 17:00,2026-08-30 18:30,"We have spray paint, fort walls, and permission – come get creative!","Social, Art",TRUE
EC25,wREX your clothes,East Campus,,Courtyard,2026-08-31 09:30,2026-08-31 11:30,"i'll let you in on a secret - every year the orientation shirt basically looks the same. you could fix that. you're coming to EC to bleach your hair anyway, bring ur white or black clothes and wreck those too.",Art,TRUE
EC26,Gothicumbia,East Campus,,Courtyard,2026-08-29 20:00,2026-08-29 22:00,be goth. be mexican. or both...,Social,TRUE
EC27,Pride Tarot,East Campus,,3E Lounge,2026-08-30 17:30,2026-08-30 19:30,"Are you queer and tremble before the future near? Never fear! Pride Tarot is here! 
Come and get your fortune read with gorgeous decks, everyone is welcome! 
(there will be snacks)","Snacks, Social",TRUE
EC28,BANNANAAA,East Campus,,4E Lounge,2026-09-03 16:30,2026-09-03 18:30,unreal amount of banana in every form possible. banana bread included. poor banana lounge.,"Snacks, Social",TRUE
EC29,Origami Time!,East Campus,,3E Lounge,2026-09-03 13:30,2026-09-03 15:30,"Come along with me
And the paper squares and creases
We can wander through the patterns
And fold them as we pleases
Come along with me
To a crane beneath a tree
Where we can gaze upon the paper
As an everlasting dream",Art,TRUE
EC30,Stare into Infinity!,East Campus,,Courtyard,2026-08-30 22:00,2026-08-31 00:30,"Light is an illusion that helps things make sense
So we're always living in the mirrored tense
It seems never ending when a panel blends
But you and I will always appear here
You and I will always appear here
You and I will always appear here","Social, Art",TRUE
EC31,Stare into Infinity!,East Campus,,Courtyard,2026-09-01 19:00,2026-09-01 21:00,"Light is an illusion that helps things make sense
So we're always living in the mirrored tense
It seems never ending when a panel blends
But you and I will always appear here
You and I will always appear here
You and I will always appear here","Social, Art",TRUE
EC32,Stare into Infinity!,East Campus,,Courtyard,2026-09-03 15:00,2026-09-03 17:00,"Light is an illusion that helps things make sense
So we're always living in the mirrored tense
It seems never ending when a panel blends
But you and I will always appear here
You and I will always appear here
You and I will always appear here","Social, Art",TRUE
EC33,Trader Jack's,East Campus,,5E Lounge,2026-09-03 10:00,2026-09-03 12:00,"Who is Jack Florey? Better question: who are you? Jack wants to know, and will offer treats in exchange for your deepest, darkest secrets. Come eat some snacks while you meet the Jacks.","Snacks, Social",TRUE
EC34,Fabrication Under Consent of Krotus,East Campus,,5E Lounge,2026-09-04 16:30,2026-09-04 18:30,our lord Krotus commands you to come make DIY goth clothes and accessories,"Social, Art",TRUE
EC35,Gothic Potions,East Campus,,5E Lounge,2026-08-30 18:00,2026-08-30 21:00,"What slakes the thirst of a gargoyle? What doth the witch brew in their cauldron? Pick your (nonalcoholic and completely safe to drink) poison and socialize as the gaunt and goth do. Enjoy a mocktail, on the (haunted) house.",Social,TRUE
EC36,Goth Beaver Baby Shower,East Campus,,Courtyard,2026-08-30 19:00,2026-08-30 20:30,A beaver's gestation period is around 4 months. What could've happened since you last saw this gay couple get married? Come help break the water and welcome our new baby beaver into this world!,"Snacks, Social",TRUE
EC37,MAKE YOUR OWN COTTON CANDY !!!!,East Campus,,5E Lounge,2026-09-03 15:30,2026-09-03 17:00,ARE YOU IN NEED OF A SWEET TREAT? ARE YOU READY TO GET COOKIN? DO YOU LIKE CIRCULAR MOTIONS OR THINGS WHICH SPIN? COME OVER AND MAKE YOUR OWN HANDCRAFTED COTTON CANDY FOR ANY PERSONAL USE. WE HAVE THE TECH AND THE SUGAR JUST PULL UP AND ENJOY !!!!!!!!!!!,"Snacks, Social",TRUE
EC39,Horror movie marathon,East Campus,,41W Lounge,2026-08-29 19:00,2026-08-30 01:00,"Want a late-night thrill to start your first semester off right? Look no further! Enjoy horror hits like Obsession, Get Out, and Hereditary with the scary movie connoisseurs of East Campus!",Social,TRUE
EC40,Henna and Chill,East Campus,,4E Lounge,2026-08-30 12:30,2026-08-30 14:30,"Do henna art while yapping with EC residents, drinking tea/cocoa, and eating biscuit cookies.","Snacks, Social, Art",TRUE
EC41,(Temporary) Tattoo Parlour,East Campus,,1W Lounge,2026-08-29 14:00,2026-08-29 16:00,"Are you an aspiring tattoo artist? Ever wanted to get inked up, but your folks said no? Come to (temporary) tattoo parlor, where your body is the canvas! Design your own tats and get inks you'll treasure for the rest of your natural life...or at least 3-5 business days","Social, Art",TRUE
EC42,cariCATures,East Campus,,5W Lounge,2026-09-01 19:30,2026-09-01 21:30,"meow !!!! get your cat caricature drawn, yap with a side of HOT GOSS, + eat churu treats (gogurt) and kibble (cocoa puffs) just as a meowmeow does :3","Snacks, Social, Art",TRUE
EC43,Non-Mechanical Bull,East Campus,,Courtyard,2026-09-03 16:00,2026-09-03 17:00,CPW and REX have long banned mechanical bulls as an activity to incoming frosh. But what about  a non-mechanical bull? Yee haw...,"Games, Art",TRUE
EC44,Bird is the Word,East Campus,,Talbot Lounge,2026-08-30 09:30,2026-08-30 11:00,"From the American Woodcock to Charlie Chirp, birds are everywhere (irl and in brainrot media). Come meet other bird enjoyers and make bird art over some dirt and worms (+MASSIVE prize for bird ID competition winner).","Snacks, Social, Art",TRUE
EC45,Goth Catboy Hooters,East Campus,,Talbot Lounge,2026-08-31 19:30,2026-08-31 21:00,Eat local with the goth catboys/girls/theys in YOUR area,"Snacks, Party, Social",TRUE
EC46,Hail Seitan,East Campus,,2E Kitchen,2026-08-30 17:30,2026-08-30 19:30,"In an EC kitchen, a ritual is unfolding. The rhythmic movement of hands; the consolidation of unassuming ingredients into an inseparable whole. We gravely invite you to take part in this most transformative ceremony. Pentagrams and soy sauce provided. Come hungry. Hail Seitan.",Snacks,TRUE
EC47,EC Bowling Championship,East Campus,,Courtyard,2026-08-30 13:00,2026-08-30 15:00,"Live out your ""Big Lebowski"" daydreams by competing in the EC Bowling Championship. Winner gets a groovy bowling trophy!","Social, Games",TRUE
EC48,FIVE NIGHT’S AT FREDDY’S IN REAL LIFE,East Campus,,Talbot Lounge,2026-08-30 19:00,2026-08-30 21:30,"It’s 1993. You earn a meager minimum wage as a night guard. And yet, for FIVE harrowing minutes, you’ll have to defend against the blood hungry Fazbear crew. In your hands, a live camera feed, a flashlight, and two doors. Tread carefully, for their happiest day has begun…",Games,TRUE
EC49,FIVE NIGHT’S AT FREDDY’S IN REAL LIFE,East Campus,,Talbot Lounge,2026-09-01 19:00,2026-09-01 21:30,"It’s 1993. You earn a meager minimum wage as a night guard. And yet, for FIVE harrowing minutes, you’ll have to defend against the blood hungry Fazbear crew. In your hands, a live camera feed, a flashlight, and two doors. Tread carefully, for their happiest day has begun…",Games,TRUE
EC50,DeathFAC: Final Destination Marathon,East Campus,,1W Lounge,2026-09-03 08:00,2026-09-03 16:00,"Death comes for us all...so watch for the signs. Come see every Final Destination back to back to back with some Death Bingo, and maybe you can learn how to cheat death too","Snacks, Art",TRUE
EC51,Cat Quinceañera,East Campus,,Courtyard,2026-08-30 17:30,2026-08-30 19:00,"Join EC's traditional 15th (in cat years) Mexican birthday celebration celebration with a fuzzy twist, complete with MIT's Mariachi, tres leches cake, and dance :3","Snacks, Party",TRUE
EC52,SPECIAL INTEREST SPEED FRIENDING,East Campus,,Talbot Lounge,2026-08-29 16:00,2026-08-29 17:00,"let's skip the small talk. rant about your favorite topic, meet a new friend + learn something, and rotate to do it again!",Social,TRUE
EC53,_____ Springs,East Campus,,Courtyard,2026-09-03 10:00,2026-09-03 13:00,Taste the sweet sweet flavor of tap water from our own homegrown Boston to the far reaches of ... however far we can get potable water from.,Social,TRUE
EC54,wallsharks,East Campus,,5W Lounge,2026-08-29 16:00,2026-08-29 19:00,"are you a frosh? are your dorm walls bare and sad looking? would you be interested in marine lifeforms? if you said yes to any of these, come to wallsharks where we make sharks for you to hang on your walls.","Social, Art",TRUE
EC55,Chatting Over Chocolate,East Campus,,3E Lounge,2026-09-02 08:00,2026-09-02 09:30,"Come hang out, eat some tasty snacks, and meet some cool people!","Snacks, Social",TRUE
EC56,Jamming with the Kazoo Crew,East Campus,,Talbot Lounge,2026-08-29 18:00,2026-08-29 19:00,"Join the East Campus kooky, kinetic, kaleidoscopic kazoo crew. Play fun music! Perform for (or annoy) your friends! Other wacky and whimsical instruments welcome! No kazoo experience required!","Social, Art",TRUE
EC57,Kings vs. Peasants Debate,East Campus,,2W Lounge,2026-08-30 10:00,2026-08-30 12:00,A fair debate between The King and his Peasants who may be punished for speaking out of turn.,Social,TRUE
EC58,Judgemental Fortune Teller,East Campus,,2W Lounge,2026-08-31 19:30,2026-08-31 21:30,"The spirits can be brutally honest, and so can our fortune teller. Expect a glimpse into your future, a little supernatural gossip, and some light roasting.
It all comes from a place of cosmic concern.",Social,TRUE
EC59,Fun with fabric paint,East Campus,,3E Lounge,2026-09-03 10:30,2026-09-03 12:00,"You have fabric items, we have fabric paint. Come customize your clothes.",Art,TRUE
EC60,Knotical nonsense,East Campus,,3E Lounge,2026-08-29 17:00,2026-08-29 19:00,Learn how to tie all sorts of useful knots.,,TRUE
EC61,False Idol Making (GOTH ART BUILD),East Campus,,Courtyard,2026-08-30 11:30,2026-08-30 14:30,"PAINTING! PAPER MACHE! Make an icon in your own likeness (or a gargoyle), or paint some and contribute to the greater Gothic Build at EC.","Social, Art",TRUE
EC62,Worship the Golden Calf,East Campus,,Courtyard,2026-09-03 21:00,2026-09-03 21:30,join our manifesting circle and hold hands in our seance as we celebrate the Holy Hooved.,"Social, Art",TRUE
EC64,PyroFAC,East Campus,,3E Lounge,2026-08-30 19:30,2026-08-30 20:30,Fire is the spice of life! Come warm your heart (and marshmallows) with one of mankind's oldest inventions,"Snacks, Social",TRUE
EC65,Break (sugar) Glass,East Campus,,Courtyard,2026-09-01 08:00,2026-09-01 09:30,"Do you ever want to feel cool and smash glass, but can't because of potential safety hazards? Well do we have the thing for you. Come break some sugar glass with me!",Social,TRUE
EC67,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-29 15:30,2026-08-29 16:00,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC68,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-29 16:00,2026-08-29 16:30,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC69,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-29 16:30,2026-08-29 17:00,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC70,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-30 08:30,2026-08-30 09:00,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC71,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-30 09:00,2026-08-30 09:30,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC72,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-30 09:30,2026-08-30 10:00,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC73,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-31 09:00,2026-08-31 09:30,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC74,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-31 09:30,2026-08-31 10:00,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
EC75,EC Dorm Tour,East Campus,,Talbot Lounge,2026-08-31 10:00,2026-08-31 10:30,East Campus is well known for our distinct culture -- come take a tour and see for yourself!,Dorm Tour,TRUE
